"id","department","institution"
"2","","930"
"3","Philosophy and Humanities Computing","893"
"4","Communication Studies and Multimedia","893"
"5","","448"
"6","Department of Languages, Literatures & Cultures","893"
"7","","447"
"8","School of Library, Archive and Information Studies","884"
"9","Centre for Digital Humanities","884"
"10","Department of Information Studies","884"
"11","","893"
"12","","774"
"13","","519"
"16","Centre for Communication Studies","473"
"17","","920"
"19","","1080"
"20","","1178"
"21","Digital Studio for Public Humanities","977"
"22","","534"
"23","Center for the Study of Digital Libraries","728"
"25","","728"
"26","","77"
"27","","1010"
"29","Graduate School of Library and Information Science (GSLIS)","974"
"30","National Center for Supercomputing Applications (NCSA)","974"
"31","","974"
"33","","203"
"36","","1242"
"38","Littérature française","865"
"39","ALITHILA","880"
"40","","384"
"44","","762"
"45","","637"
"49","","563"
"50","","907"
"51","","444"
"52","","806"
"55","","1207"
"56","Department of Computational Linguistics and Text-technology","405"
"58","School of Library, Archive and Information Studies","1077"
"60","Department of Information Studies","1077"
"62","","1074"
"63","","155"
"64","","977"
"67","Ligatus Research Centre","1105"
"68","","585"
"69","","597"
"70","","1502"
"71","Maryland Institute for Technology and Humanities (MITH)","1010"
"72","","984"
"73","Electronic Textual Cultures Lab","1120"
"74","Electronic Textual Cultures Lab","1209"
"75","Dept of English","1209"
"76","","1120"
"77","","361"
"78","","353"
"79","","1237"
"80","","1108"
"81","","1058"
"82","","927"
"83","Archaeology","1463"
"84","Arts eResearch,","1463"
"85","","17"
"86","","1201"
"87","","1145"
"88","","915"
"90","","1109"
"91","","133"
"92","","1129"
"94","","248"
"95","English Dept","728"
"96","","1122"
"98","","604"
"99","","308"
"100","","1138"
"103","","1214"
"104","","896"
"105","The CulturePlex Laboratory","1175"
"106","","589"
"107","","827"
"108","","1064"
"110","","411"
"111","","111"
"112","","418"
"113","","645"
"114","","177"
"115","","210"
"116","","459"
"117","MATRIX: The Center for Humane Arts, Letters, and Social Sciences Online","459"
"118","Libraries","1216"
"119","","652"
"120","","694"
"121","Institut für Deutsche Philologie","827"
"122","","718"
"123","Women Writers Project","85"
"125","","96"
"126","","324"
"128","","23"
"129","","323"
"130","School of Information","1576"
"131","","732"
"132","","164"
"133","","475"
"134","","648"
"136","","64"
"140","","60"
"141","","12"
"142","","540"
"143","","168"
"144","","1014"
"145","","32"
"148","","100"
"149","UCL Interaction Centre","884"
"150","English and Humanities Computing","1228"
"151","","916"
"152","","14"
"154","Scholarly Communication Institute","1122"
"155","","84"
"156","","823"
"157","Trier Center for Digital Humanities (Kompetenzzentrum für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften)","823"
"158","","61"
"159","","1171"
"160","","251"
"161","","1035"
"162","Department of Digital Humanities","384"
"163","","1248"
"165","","684"
"166","","414"
"167","","467"
"168","","981"
"169","","7"
"170","","1048"
"171","Department of Electrical and Information Engineering","1048"
"172","","979"
"174","Institute for Textual Scholarship","1074"
"178","","1118"
"179","","587"
"180","","317"
"181","Humanities Computing & Media Centre","1120"
"182","Department of English","1120"
"183","","1177"
"184","","85"
"186","","513"
"187","Dept. Dutch Linguistics and Literary Studies","895"
"189","","612"
"190","","1052"
"191","Department of English & Comparative Literature","653"
"192","Department of English","658"
"193","Annenberg School for Communication","1084"
"195","The Language Archive","443"
"198","","1217"
"199","","547"
"200","Libraries","1566"
"201","Department of History","1175"
"202","","101"
"203","","471"
"204","","313"
"205","","545"
"206","","492"
"207","","926"
"208","","630"
"210","","417"
"211","Department of Computer Science","884"
"212","Department of Computer Science and Centre for Digital Humanities","884"
"213","","30"
"215","","175"
"217","","97"
"218","","279"
"219","Liberal Arts Instructional Technologies Service","1103"
"220","","533"
"223","","908"
"228","","27"
"229","","629"
"230","","374"
"231","","193"
"232","Instituto de Investigaciones Bibliográficas","516"
"233","Unit for Digital Documentation","1045"
"234","","1045"
"235","","882"
"237","","340"
"239","","991"
"240","Knowledge and Data Engineering Group","762"
"242","","1036"
"243","Oxford Text Archive","575"
"245","Institute of English Studies","1127"
"246","","332"
"248","Texas Advanced Computing Center","1103"
"249","Institute of Classical Archaeology","1103"
"250","","1175"
"251","Department of English","1010"
"253","Department of Languages, Literature, and Composition","1081"
"255","English","1081"
"257","Computer and Information Systems","1081"
"260","Dept. of Computer Science","1226"
"262","","840"
"263","","1140"
"264","School of Library & Information Science","323"
"266","","1063"
"267","","229"
"268","","1162"
"269","","432"
"270","","931"
"271","University Libraries","728"
"272","Dept. of Biological and Agricultural Engineering","728"
"273","Dept. of Computer Science and Engineering","728"
"274","","594"
"275","","1211"
"276","","454"
"277","Libraries","984"
"278","Department of Classics","878"
"279","","1226"
"280","Dept. of Computer Science and Engineering","878"
"281","","1131"
"282","","156"
"284","","423"
"285","","683"
"287","","643"
"288","","1032"
"290","","737"
"291","Computer Science Department","430"
"292","","632"
"293","Digital Humanities Center for Japanese Arts and Cultures","632"
"295","","764"
"296","Centre for Computing in the Humanities","1201"
"297","","777"
"298","","972"
"300","","170"
"301","Department of Linguistics","1576"
"302","Tokyo Institute of Technology","1108"
"304","Information Studies","884"
"305","","503"
"306","","825"
"308","School of Information and Library Science","1032"
"309","Centre for Interdisciplinary Research in Music Media and Technology","447"
"311","Institute of Artificial Intelligence","959"
"312","","249"
"314","","196"
"315","","576"
"316","","939"
"317","","935"
"318","","1158"
"319","","258"
"320","","278"
"321","","1522"
"323","","1234"
"324","Department of English and Film Studies","893"
"326","","1233"
"327","","314"
"328","","1198"
"329","","1240"
"332","CSIE Department","509"
"333","Centre for Advanced Spatial Analysis","884"
"334","English Dept","930"
"335","SoundBox Project, PhD Lab in Digital Knowledge","180"
"336","Department of History","565"
"337","ICAR Laboratory","193"
"338","","766"
"339","","884"
"340","","1029"
"341","","122"
"342","","558"
"343","","937"
"344","","437"
"346","Department of English","25"
"347","Urban Simulation Team","926"
"348","","83"
"349","","392"
"350","","1135"
"351","History","323"
"352","Department of Computer Science","1576"
"354","Institute for Digital Research in the Humanities","981"
"356","","752"
"357","","121"
"358","","895"
"360","School of Computing","895"
"361","","743"
"362","","1578"
"363","Centre for Data Digitisation and Analysis","615"
"364","","996"
"365","","1173"
"371","","855"
"374","","65"
"375","","398"
"376","","89"
"377","","730"
"378","","575"
"379","","40"
"380","","1068"
"381","","607"
"382","","167"
"383","","725"
"385","","116"
"387","","787"
"389","","780"
"390","","809"
"391","","378"
"392","","953"
"394","","618"
"395","Centre for the Study of Ancient Documents","575"
"396","","1044"
"398","","284"
"400","","961"
"403","","442"
"404","","202"
"405","","959"
"406","","57"
"407","","58"
"408","","508"
"409","","127"
"410","","552"
"413","","971"
"414","","719"
"416","Rachel Carson Center for Environment and Society","425"
"417","","609"
"419","Evaluating Variations in Language Laboratory","183"
"421","","722"
"422","CLiPS Computational Linguistics Group","896"
"423","Faculty of Philosophy","1121"
"425","","562"
"426","","522"
"428","Computer Science Department","72"
"429","Visual Arts Department & Software Studies Lab","928"
"430","","480"
"436","","509"
"437","","525"
"438","Library and Information Science","642"
"439","Department of Linguistics","878"
"440","","254"
"443","","179"
"445","","862"
"446","","43"
"449","","626"
"451","","1210"
"452","Archaeological Computing Research Group","1083"
"453","","238"
"454","","389"
"455","","371"
"456","Classical Studies","565"
"458","","1083"
"460","","1204"
"461","","147"
"462","","946"
"464","","560"
"467","Institute for Research in Humanities","396"
"470","","1130"
"471","","1027"
"472","","232"
"473","","270"
"474","","526"
"475","","365"
"476","Department of English","97"
"479","","1231"
"480","","219"
"481","","1090"
"483","Dept of Mathematics and Computer Science","183"
"485","","592"
"487","Littérature comparée","1189"
"489","","255"
"490","The European Library (Europeana)","392"
"491","Library and Information Services","1177"
"492","Humanities and Arts Network of Technological Initiatives","1122"
"493","Center for Digital Scholarship","85"
"494","","564"
"495","","124"
"496","","535"
"498","","487"
"499","","160"
"500","Heidelberg University Library","970"
"501","","280"
"502","Cologne Digital Archaeology Laboratory","943"
"505","","819"
"506","","68"
"507","","33"
"508","","138"
"509","","123"
"510","College of Information Science and Engineering","632"
"511","Laboratoire de recherche historique Rhône-Alpes (LARHRA)","839"
"512","","901"
"513","","20"
"514","","541"
"515","","146"
"517","Insitute of Geography, GIScience","970"
"518","","970"
"520","","705"
"522","","377"
"525","History","943"
"526","","943"
"527","","982"
"528","","703"
"529","","577"
"530","","273"
"532","Department of History","1109"
"533","","54"
"534","","1184"
"535","Institute of Romance Studies","98"
"538","Department of English","17"
"539","Acadia Digital Culture Observatory","17"
"541","École de bibliothéconomie et des sciences de l'information","840"
"542","Department of Human System Science","755"
"545","","755"
"546","","1084"
"547","","197"
"548","","969"
"549","","1008"
"550","Center for Textual Studies and Digital Humanities","423"
"551","Centre for Intermedia","954"
"553","Mixed Reality Lab","1037"
"554","","619"
"555","","1235"
"557","","910"
"558","User-lab, Birmingham Institute of Art and Design","69"
"559","","536"
"560","","318"
"562","Institute for the Study of the Ancient World","534"
"565","","180"
"566","","1208"
"567","The Friedberg Genizah Project","722"
"568","Centre for e-Research","384"
"571","","878"
"572","","866"
"575","","1077"
"576","Center for Informatics Research in Science and Scholarship","974"
"579","Department of Zoology","575"
"580","Department of Engineering Science","575"
"581","","925"
"582","Department of Linguistics","825"
"583","School of Science and Engineering","632"
"584","School of Letters","632"
"585","","553"
"586","School of Library and Information Studies","1138"
"589","","1013"
"590","","488"
"591","","1012"
"594","","853"
"595","","668"
"596","","137"
"598","","928"
"599","","169"
"600","","678"
"601","","955"
"602","","1230"
"603","Libraries","1122"
"605","","1087"
"606","","1192"
"607","","269"
"608","","1056"
"609","","583"
"611","English Department","996"
"612","Institute of Computer Science","817"
"614","Humanities Computing Group","534"
"615","","498"
"617","","1039"
"618","Department of Philosophy","907"
"619","","276"
"620","Department of Korean Language and Literature","393"
"621","Department of Linguistics","393"
"622","Research Institute of Korean Studies","393"
"623","","91"
"624","","746"
"627","Libraries","694"
"628","Robert W. Woodruff Library","203"
"630","","1153"
"631","","1065"
"632","","80"
"633","","997"
"634","","1078"
"635","Department of Linguistics","77"
"636","","396"
"637","","490"
"638","","491"
"639","School of English and Media Studies","513"
"640","","373"
"641","","183"
"643","","1247"
"645","School of Information","1103"
"647","Dept of Computer Science","1231"
"649","Centre for Research into the English Literature and Language of Wales (CREW)","1231"
"652","","772"
"653","School of Humanities and Social Science","1029"
"654","Computer Science","1175"
"655","Communications","473"
"657","Department of Philosophy","1153"
"659","","912"
"660","","988"
"661","Department of Classics","817"
"662","Institute of Mathematics and Computer Science","817"
"663","","601"
"664","","599"
"665","","849"
"666","Department of Mathematics and Statistics","733"
"667","","733"
"668","","748"
"669","Libraries","558"
"670","Department of English","558"
"671","","71"
"672","Department of Digital Media","937"
"673","","178"
"674","Centre for Textual Studies","1220"
"675","","713"
"676","","671"
"678","","298"
"679","","677"
"680","","1187"
"681","Department of English","865"
"682","Department of International Business and Languages","865"
"683","","739"
"684","","738"
"686","HyperStudio","437"
"687","Future Interaction Technology Group","1231"
"688","","395"
"689","","292"
"690","","388"
"691","","917"
"692","","242"
"693","Classics","1534"
"695","","421"
"696","","663"
"697","","1099"
"698","Human Computer Interaction Lab","1010"
"701","","1102"
"702","","680"
"703","","1149"
"704","","1016"
"705","","1030"
"706","","478"
"707","","223"
"708","Computer Science","1010"
"709","","161"
"710","","356"
"711","","315"
"712","","326"
"713","","902"
"715","","1161"
"717","","368"
"718","","201"
"721","","75"
"724","","938"
"725","","1061"
"726","","103"
"727","","1103"
"730","","234"
"731","Computer Science","728"
"733","Classical Studies","972"
"734","Classics","984"
"735","","814"
"736","Graduate School of Library and Information Science","1122"
"737","","947"
"738","","44"
"739","","952"
"740","","1228"
"742","Department of Romance Languages","939"
"745","","285"
"746","Classics Dept","440"
"749","English Dept","1130"
"752","","650"
"753","","797"
"754","","110"
"755","Office for Scholarly Editing and Document Studies","110"
"756","","152"
"757","","572"
"759","","804"
"760","","909"
"761","","691"
"762","","767"
"763","","94"
"764","","1071"
"765","","647"
"766","","690"
"768","Modern Culture and Media","607"
"769","","571"
"770","","299"
"772","","312"
"773","Department of Slavic Languages","1058"
"774","","367"
"775","","1079"
"776","","646"
"777","","1191"
"779","","771"
"780","","362"
"782","","1172"
"784","","847"
"786","","469"
"787","","798"
"788","","228"
"792","","277"
"795","","922"
"796","","1095"
"798","","754"
"799","","810"
"800","","873"
"801","","1128"
"802","Computer Science","1075"
"803","Libraries","894"
"804","","876"
"805","","890"
"807","","10"
"809","","841"
"810","","554"
"811","","105"
"812","","617"
"814","","52"
"815","","538"
"816","","543"
"817","Humanities Computing","1306"
"818","Faculty of Philology","906"
"819","Institute for Bulgarian Language","88"
"820","Faculty of Mathematics","906"
"822","Laboratoire LaLICC UMR 8139","865"
"823","Media & Communications Department","1012"
"824","English Department","865"
"826","","286"
"827","Applied Communication","5"
"828","","859"
"829","Institute of Slovenian Literature","676"
"830","Department of Knowledge Technologies","372"
"831","English Department","1175"
"832","Italian Studies","85"
"833","Textual and Digital Studies","1010"
"834","Institute of Modern Languages","585"
"835","Dept. Informática y Sistemas","784"
"836","Dept. EstadÃ­stica, Investigación Operativa y Computación","783"
"837","University Libraries","1010"
"838","","1043"
"839","Humanities Dept","532"
"840","AMERIBER","73"
"841","CEMIC - GRESIC","73"
"842","Wired Humanities Project","1042"
"843","Center for the Study of Women in Society","1042"
"844","Institute of Literature","88"
"846","Dept of Art and Design","893"
"848","","474"
"851","Digital Media Studies","1195"
"852","","949"
"853","eMAD, SA&AH","948"
"854","Computer Science","984"
"855","School of Interactive Arts and Technology","673"
"856","Center for Language Studies","77"
"857","Dept. of Mediterranean Studies","1104"
"859","Computer Science","134"
"860","Economics","1188"
"861","Management","1188"
"862","Communication","673"
"863","Intructional Psychology and Technology","77"
"864","Educational Technology","507"
"865","Sciences Information","1075"
"866","Psychology","865"
"867","","842"
"868","French Studies","1109"
"869","Cultural Studies","719"
"870","Dept. of Computer Science","312"
"871","Centre for Languages and Literature","36"
"872","Educational Media Development","36"
"873","History Dept","1011"
"874","Humanities Dept","226"
"877","TIMEA Project","629"
"878","University Libraries","546"
"879","","818"
"881","","139"
"882","","1155"
"883","","55"
"885","","99"
"886","","158"
"887","National Institute for Technology and Liberal Education","461"
"888","Library","1463"
"889","","1028"
"890","Department of History & Classics","17"
"891","Vaughan Memorial Library","17"
"892","ESBI","840"
"893","Libraries","543"
"894","Centre interuniversitaire d'études québécoises","858"
"895","Centre d'études québécoises","852"
"896","Sociology","1187"
"897","History","1120"
"898","Library","575"
"899","Libraries","1576"
"900","","858"
"901","","751"
"902","Institute of Communication Research and Phonetics","808"
"903","","578"
"905","Digital Literature","1151"
"906","","482"
"907","","1002"
"908","","1209"
"909","","502"
"910","","615"
"911","Global Scientific Information Center","755"
"913","Research Group in Computational Linguistics","1140"
"914","","1067"
"915","","41"
"916","","142"
"917","","666"
"918","","2151"
"919","","1033"
"920","","1042"
"922","","537"
"926","","212"
"927","","897"
"929","History","981"
"930","English","959"
"931","Linguistics","1151"
"932","","104"
"933","Centre on Aging","1006"
"934","","1006"
"936","","131"
"937","","1117"
"939","","1534"
"941","","253"
"942","","1085"
"943","","106"
"944","Dept of English and Linguistics","550"
"945","Linguistic Data Consortium","1056"
"946","HUMlab","772"
"947","","608"
"948","Department of Computing and Information Systems","998"
"949","English","243"
"950","Dept of Italian","636"
"952","Dipartimento di Linguistica","801"
"953","unités mixtes de recherche","126"
"954","Center for Computer Game Research","946"
"955","English","1255"
"959","Dept of Philosophy, Linguistics and Theory of Science","243"
"960","Classics Dept","279"
"961","","894"
"962","Swedish School of Library and Information Science","914"
"963","","141"
"964","","557"
"965","","48"
"966","","1170"
"967","","544"
"968","","1115"
"971","","42"
"973","","664"
"974","University Libraries","1032"
"975","Linguistics","1056"
"976","","357"
"977","","199"
"979","","428"
"980","English Department","984"
"981","Department of Arts, Culture and Media","1110"
"982","Cultural, Communication, and Computing Research Center","666"
"983","School of Computing and Management Sciences","666"
"986","History","480"
"988","Center for Digital Scholarship","203"
"989","Illinois Informatics Institute","974"
"990","Department of Electrical and Computer Engineering","1010"
"991","College of Information Studies","1010"
"992","","900"
"993","Department for German Studies","1121"
"996","","903"
"997","Historiographical Institute","1108"
"1000","","436"
"1001","","154"
"1002","","757"
"1004","","799"
"1007","Art History","1367"
"1008","Chemistry","964"
"1014","","661"
"1016","","200"
"1018","English Dept","607"
"1021","","214"
"1022","","296"
"1023","","611"
"1024","","206"
"1025","SpecLab","1122"
"1026","Sociology","994"
"1028","","62"
"1029","","627"
"1030","","924"
"1031","School of Media Studies","741"
"1032","","35"
"1035","Computer Science","52"
"1039","","337"
"1040","","891"
"1041","Niedersächsische Staats- und Universitätsbibliothek (Gottingen State and University Library)","963"
"1042","Research & Development Department","963"
"1043","","493"
"1044","","756"
"1046","Center for Information Modeling","813"
"1047","Austrian Centre for Digital Humanities","813"
"1048","Department of German Studies","813"
"1049","","665"
"1050","","603"
"1051","","1137"
"1052","","837"
"1053","","209"
"1054","","87"
"1056","","530"
"1057","","112"
"1058","","714"
"1059","","1107"
"1061","","1164"
"1062","","390"
"1063","","506"
"1066","","79"
"1067","","801"
"1069","","470"
"1070","","409"
"1072","","687"
"1073","","397"
"1074","Nebraska Literary Lab","1566"
"1075","Department of History","384"
"1076","Department of History","961"
"1077","","697"
"1078","School of Computing","485"
"1079","","1086"
"1080","","115"
"1081","","245"
"1082","","1020"
"1084","Architecture","378"
"1087","Linguistics Centre","995"
"1088","","1089"
"1089","","1053"
"1091","","834"
"1092","","792"
"1096","","642"
"1097","","325"
"1101","","865"
"1102","","835"
"1103","","18"
"1104","","1166"
"1105","The Institute of Archaeology","884"
"1107","","1576"
"1108","","813"
"1109","Digital Humanities Lab","905"
"1112","","639"
"1114","Fakultät Informatik","719"
"1115","Ioannou Centre for Classical and Byzantine Studies","575"
"1117","Oriental Institute","575"
"1118","Institute of Computer Science","430"
"1119","Institute of Romance Studies","430"
"1121","","838"
"1122","","456"
"1123","School of Geography","1037"
"1124","Department of Classics","1037"
"1125","","218"
"1126","","21"
"1128","","843"
"1129","","654"
"1132","Göttingen Centre for Digital Humanities","22"
"1135","","190"
"1137","","845"
"1138","History","96"
"1139","","208"
"1142","","958"
"1144","","438"
"1149","","675"
"1151","","282"
"1152","","184"
"1153","","1154"
"1154","","237"
"1155","","963"
"1160","","336"
"1161","Computer Science and Artificial Intelligence Laboratory (CSAIL)","437"
"1162","Comparative Media Studies Program","437"
"1163","Canadian Writing Research Collaboratory","893"
"1164","","1185"
"1166","","309"
"1167","","913"
"1168","","635"
"1170","English","694"
"1171","Libraries","926"
"1172","Department of Asian Languages and Cultures","926"
"1173","Dipartimento di Filologia, Letteratura e Linguistica","801"
"1175","","816"
"1177","History","1074"
"1179","","532"
"1180","German Studies","430"
"1181","School of Information and Library Science","604"
"1182","English","251"
"1185","","791"
"1186","","793"
"1188","","227"
"1189","","1059"
"1190","","354"
"1191","","28"
"1192","","517"
"1195","","510"
"1196","","13"
"1197","Natural Language Processing (NLP) Group","817"
"1198","Imaging and signal processing group","817"
"1199","","822"
"1200","Dept. of Computer Science","92"
"1201","","92"
"1202","Libraries","448"
"1203","","144"
"1204","","1136"
"1205","","293"
"1206","","1183"
"1207","","113"
"1208","","182"
"1209","","527"
"1212","","1134"
"1213","","151"
"1215","","290"
"1216","","1152"
"1218","","495"
"1219","","391"
"1220","","1529"
"1221","","497"
"1222","","355"
"1223","","486"
"1225","","401"
"1226","","369"
"1227","History","1479"
"1228","","523"
"1229","Linguistics","19"
"1231","","699"
"1232","","622"
"1234","","231"
"1235","","605"
"1236","","933"
"1238","","1040"
"1239","","1179"
"1241","","1181"
"1242","","9"
"1243","","720"
"1244","Libraries","509"
"1245","","768"
"1246","Engineering","926"
"1247","","465"
"1248","","496"
"1249","","1159"
"1251","","686"
"1252","","427"
"1254","","892"
"1256","History","1153"
"1257","","1139"
"1258","","425"
"1259","Department of General and Applied Liniguistics","947"
"1260","","380"
"1261","","954"
"1262","","117"
"1263","","717"
"1264","","1125"
"1265","","410"
"1266","","1046"
"1268","","457"
"1269","","1019"
"1270","","649"
"1271","","288"
"1272","","968"
"1273","","1163"
"1274","","669"
"1275","","294"
"1276","Center for Computing Research","500"
"1277","Humbul Humanities Hub","575"
"1278","Humanities Research Institute","1077"
"1279","","1703"
"1280","","899"
"1282","","287"
"1283","ITC Group","1122"
"1284","","682"
"1285","","566"
"1286","","1092"
"1287","Department of Information Science","907"
"1288","","1219"
"1289","","205"
"1290","","489"
"1291","","81"
"1293","","416"
"1294","Center for Online Humanities and Social Sciences","459"
"1295","School of History and Archaeology","961"
"1297","National Digital Library Program","414"
"1298","Laboratoire d'ANalyse Cognitive de l'Information (LANCI)","849"
"1299","Department of Biochemistry","94"
"1300","Department of English","1003"
"1301","College of Information Science and Technology","178"
"1302","","775"
"1303","English","1056"
"1304","","118"
"1305","History Dept","612"
"1306","African American Studues","85"
"1307","","440"
"1308","","363"
"1309","Dept of Linguistics","534"
"1310","Dept of Linguistics","1229"
"1311","Lenguajes y Sistamas InformÂ´ticos","894"
"1312","Computing and Software","448"
"1314","","620"
"1315","Scholarly Technology Group","85"
"1316","Bakhtin Centre","1077"
"1318","Libraries","559"
"1319","","341"
"1320","","348"
"1321","Center of Computer Investigations","500"
"1323","Education","565"
"1324","Language Studies","565"
"1325","Psychology","1145"
"1326","Electronic Text Centre/Academic Computing Services","146"
"1327","French Dept","146"
"1328","Russian Studies","146"
"1329","Electronic Text Center","146"
"1330","Library","146"
"1331","GMD German National Research Center for Information Technology","338"
"1332","School of Music","988"
"1333","School of Computing","988"
"1334","","528"
"1335","Multimedia Education Group","936"
"1336","Centre for Humanities Computing","575"
"1338","Latin","1502"
"1339","Dept. of Computer Science","942"
"1340","","529"
"1341","","477"
"1342","","1156"
"1343","","753"
"1344","","904"
"1345","","549"
"1346","","1106"
"1348","","998"
"1350","","781"
"1351","","244"
"1352","","1523"
"1353","","479"
"1354","","641"
"1355","","1232"
"1356","","1484"
"1357","","692"
"1358","","555"
"1359","","568"
"1361","","976"
"1362","","874"
"1363","","657"
"1365","","1031"
"1367","","347"
"1368","","782"
"1369","","76"
"1370","","871"
"1371","","1001"
"1372","","817"
"1373","","163"
"1374","","662"
"1375","School of Library & Information Science","382"
"1377","","914"
"1378","Dept of Classics","384"
"1379","","1037"
"1380","","786"
"1381","Libraries","323"
"1382","","511"
"1383","","696"
"1384","","66"
"1385","","499"
"1386","","983"
"1387","","433"
"1389","","29"
"1390","","685"
"1391","","1167"
"1392","","366"
"1393","","1101"
"1394","","460"
"1395","","140"
"1396","","1073"
"1397","Linguistics","1044"
"1399","","1111"
"1400","","1076"
"1401","","419"
"1403","","102"
"1404","","476"
"1406","Department of History","1130"
"1407","David R. Cheriton School of Computer Science","1130"
"1410","","1093"
"1411","","434"
"1413","","651"
"1414","","335"
"1415","","701"
"1416","Department of Film and Media","181"
"1417","Department of History","954"
"1418","An Foras Feasa","445"
"1419","Göttingen Centre for Digital Humanities","963"
"1422","","711"
"1425","","779"
"1426","Libraries","74"
"1427","","623"
"1428","","836"
"1429","","192"
"1430","","11"
"1431","Libraries","944"
"1433","","501"
"1434","","148"
"1435","","857"
"1436","","381"
"1438","","225"
"1439","Data and Web Science Group","1007"
"1440","","660"
"1441","","174"
"1442","STePS","1115"
"1443","","518"
"1444","LIACS","411"
"1446","ALICE","1306"
"1447","LCDS","411"
"1448","","820"
"1450","","698"
"1452","Labex OBVIL","865"
"1453","CLASP","243"
"1455","","944"
"1456","","567"
"1457","","1082"
"1458","","723"
"1459","","707"
"1460","Information Science","52"
"1461","Higher School of Economics","506"
"1462","","1180"
"1463","","59"
"1465","Institute for Social Sciences of Contemporary Religions","837"
"1466","Vital-IT","710"
"1467","Computer Vision and Multimedia Laboratory","958"
"1468","","832"
"1469","","481"
"1470","Media Informatics Group","1066"
"1472","","872"
"1473","","441"
"1474","","49"
"1476","","90"
"1477","","274"
"1478","","1186"
"1479","Digital Curation Unit","39"
"1480","","37"
"1482","","39"
"1485","","1062"
"1486","","1127"
"1487","","821"
"1488","","980"
"1490","","15"
"1491","Institute of Polish Language","597"
"1492","Libraries","279"
"1493","SOAS","997"
"1494","","241"
"1495","Jena University Language & Information Engineering (JULIE Lab)","241"
"1496","","1066"
"1497","","986"
"1499","","542"
"1500","","445"
"1501","LIDILEM","855"
"1502","","796"
"1503","","372"
"1504","Medialab","656"
"1505","Center d'histoire","656"
"1506","","561"
"1507","","464"
"1508","","47"
"1509","","524"
"1510","Scholars' Lab","1122"
"1511","","898"
"1512","","590"
"1513","Machine Learning and Computational Modeling Lab, Control and Intelligent Processing Center of Excellence, School of Electrical and Computer Engineering","1096"
"1514","","569"
"1516","","330"
"1518","","413"
"1519","","516"
"1520","","839"
"1523","","598"
"1524","","729"
"1525","","307"
"1527","International Institute of Social History","1204"
"1528","","468"
"1529","","556"
"1533","","211"
"1535","","999"
"1537","","198"
"1538","","1055"
"1539","","350"
"1540","","1851"
"1541","","731"
"1542","Ran Ramovs Institute of the Solvenian Language","1190"
"1544","","403"
"1545","","702"
"1546","","744"
"1547","FNSP","656"
"1548","","352"
"1549","","905"
"1550","","173"
"1551","","319"
"1552","","320"
"1553","","95"
"1554","Laboratorio de Innovación en Humanidades Digitales (LINHD)","1486"
"1555","","120"
"1556","Institute of Formal and Applied Linguistics","114"
"1557","Graduate School of Information Science and Engineering","632"
"1558","","709"
"1559","Faculty of Humanities and Social Sciences","1146"
"1560","Institut de recherche et d'histoire des textes (IRHT)","126"
"1562","","670"
"1563","","621"
"1564","","186"
"1565","","316"
"1566","","548"
"1569","","185"
"1570","","453"
"1571","","634"
"1572","Institute of Literary Research","597"
"1573","","673"
"1574","","551"
"1577","Sussex Humanities Lab","1093"
"1579","Austrian Centre for Digital Humanities","44"
"1580","Institute for Oriental and European Archaeology","44"
"1581","MAGIC Center","634"
"1582","","1146"
"1583","","1157"
"1584","","848"
"1586","","150"
"1588","IHPC  UMR 5037","193"
"1589","","126"
